simulation_id,Expected_Rew,Expected_WU,PCronograma,PGestor,Variacao_Capacidade_Base_Pct,SimTime,PercAccomplished,WD,WRemaining
200,4.80622578,5.43843174,28.82127,10.45648,9.91074467,51,100,59961.957,0
200,4.80622578,5.43843174,28.82127,10.45648,9.91074467,52,100,59961.957,0
200,4.80622578,5.43843174,28.82127,10.45648,9.91074467,53,100,59961.957,0
200,4.80622578,5.43843174,28.82127,10.45648,9.91074467,54,100,59961.957,0
200,4.80622578,5.43843174,28.82127,10.45648,9.91074467,55,100,59961.957,0
200,4.80622578,5.43843174,28.82127,10.45648,9.91074467,56,100,59961.957,0
200,4.80622578,5.43843174,28.82127,10.45648,9.91074467,57,100,59961.957,0
200,4.80622578,5.43843174,28.82127,10.45648,9.91074467,58,100,59961.957,0
200,4.80622578,5.43843174,28.82127,10.45648,9.91074467,59,100,59961.957,0
200,4.80622578,5.43843174,28.82127,10.45648,9.91074467,60,100,59961.957,0
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,0,0,0,54912
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,1,3.86689234,2305.98901,52638.0781
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,2,7.65297079,4611.979,50551.6992
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,3,11.0823917,6918.89893,49006.0391
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,4,14.1143007,9314.8877,47932.793
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,5,19.2422295,12751.5625,44929.0156
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,6,23.0961609,15415.1494,42707.6914
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,7,26.3456745,17774.4551,40875.1992
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,8,29.9016533,20351.207,38556.1602
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,9,34.0014801,23343.8281,35577.3711
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,10,38.0045586,26278.7012,32642.5742
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,11,38.7637978,26987.5586,31933.7188
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,12,39.5230255,27696.4062,31224.8691
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,13,40.2822571,28405.2559,30516.0195
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,14,41.0414886,29114.1055,29807.1719
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,15,43.1108818,30308.8652,28618.6641
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,16,45.1606331,31503.623,27463.9199
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,17,46.6544609,32267.0371,26846.4141
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,18,48.7125969,33436.7422,25985.502
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,19,50.8420525,34692.6875,25086.0664
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,20,54.0760689,36329.4805,23559.2969
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,21,56.1697884,37509.4219,22626.6523
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,22,58.105648,38680.5664,21879.875
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,23,60.0268135,39921.5312,21146.9648
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,24,62.5658417,41497.3945,19671.6484
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,25,65.7130432,43488.6406,17681.1816
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,26,67.094635,44371.0586,16798.7617
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,27,68.0048447,45051.2617,16118.5605
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,28,68.9150543,45731.4609,15438.3594
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,29,69.825264,46411.6641,14758.1582
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,30,70.735466,47091.8633,14077.957
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,31,71.4285736,47609.8203,13560
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,32,72.1279984,48065.2461,13106.6064
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,33,72.8264084,48520.6719,12657.9297
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,34,73.5210342,48976.0977,12221.5986
300,28.027174,15.280879,18.9964409,7.4782815,-5.04078627,35,74.2048264,49431.5273,11812.209
